index,product,user_id,age,date,review,ratings,repurchase,packaging,price
3474,Blush - Orgasm,SweetPinkVanilla,25-29,11 years ago,"This blush is in my staple routine on top of my MUFE HD Fdtn, Clinique Gentle Light Pwdr, LM Golden Bronze Bronzer under and slightly graduated up on to the lower part of the cheekbone, then...",5.0,65%,4.1,4
3480,Blush - Orgasm,pinchopeach,30-35,11 years ago,"so shimmery, subtle color payoff. i tend to be shiny in the t-zone and when i put this blush on, it makes my pores look more visible because of how much shimmer there is. for that reason, i...",3.0,65%,4.1,4
3481,Blush - Orgasm,vivcheung,30-35,11 years ago,"I would call this a perfect blush because the color is so pretty.  It looks quite orangey and bright in the package, but in fact, it gives a nice, natural coral-pink blush when applied to the skin....",4.0,65%,4.1,4
3482,Blush - Orgasm,dorcas28,30-35,11 years ago,a bit disappointed! good that I only tried it at the counter so no buying for me yet. The colour shows up better on face than on hand. But the colour itself has NOTHING SPECIAL about it. It is a...,2.0,65%,4.1,4
3483,Blush - Orgasm,carro1,30-35,11 years ago,A bit too red for my skintone. Its easy that you use too much. But with a bit of practice you would get it just right. ,3.0,65%,4.1,4
3484,Blush - Orgasm,powderblue,25-29,11 years ago,"I LOVE this blush!!! I have fair skin and this is a soft peachy shimmery blush and I wear everyday. They have another version of Orgrasm with tons of sparkle and glitter, but that one's a little...",5.0,65%,4.1,4
3485,Blush - Orgasm,juuleeah,19-24,11 years ago,"I don't have the greatest most luminous skin. However, when wearing this product I frequently get the most flattering of compliments, and it makes me feel a bit like a fraud. An amazing blush that...",5.0,65%,4.1,4
3486,Blush - Orgasm,carlan80,25-29,11 years ago,"love this product..i'm a fan of blushes esp. matte ones, but this is great stuff..not too shimmery for me..makes me look healthy..very good packaging also, dropped it once and nothing happened.,",5.0,65%,4.1,4
3487,Blush - Orgasm,lovehappy,19-24,11 years ago,"Since lots of people are wild about this product, I just HAD to try it. I must say I LOVE it!!  The colour goes awesome with my skin tone. It's a bit pricey but I think it's worth it! I just might...",5.0,65%,4.1,4
3488,Blush - Orgasm,xPollyPocketx,Under 18,11 years ago,"I love this blush, it has some shimmer to it but it's nothing overwhelming. It gives my cheeks such a pretty pink glow.
It's also lasted me forever.",5.0,65%,4.1,4
3489,Blush - Orgasm,VintageVixen87,19-24,11 years ago,I have searched high and low for a blush to make me look dewy and glowy. I finally tried this in Sephora and LOVED it. It has just enough shimmer in it to make your skin look dewy without looking...,5.0,65%,4.1,4
3495,Blush - Orgasm,lokomoko,19-24,11 years ago,"I love Nars products, this blush give you the perfect glow, so natural. yes it is a bit expensive so if you cant spluge, try bodyshop which has a similar one.",4.0,65%,4.1,4
3496,Blush - Orgasm,TeresaTwilight,Under 18,11 years ago,I'm a bit undecided whether to buy this blush again because of the price. The color is absolutely stunning and it goes so well with my skin tone! I got a bit confused when I got this because on...,4.0,65%,4.1,4
3497,Blush - Orgasm,sisip123,19-24,11 years ago,"This is a staple blush, very pretty but it is SO EXPENSIVE. In Australia, NARS cost a bomb, this orgasm blush sells in stores here for over $60 AUS a pop, and to put that into perspective, $1AUS=...",4.0,65%,4.1,4
3498,Blush - Orgasm,Didiniumbee,19-24,11 years ago,"So I finally gave in to the hype and my own longing and bought it though I find the price quite high for something that you also might not be able to see in person..
Anyways, I love the color and...",4.0,65%,4.1,4
3499,Blush - Orgasm,jeanrainbow,25-29,11 years ago,"this is probably the best blush i've ever come across. it's so pretty, seriously it looks like i just got some, and the sparkle is so cute. i look very alive and it's fairly natural looking. you...",5.0,65%,4.1,4
3500,Blush - Orgasm,AshleyD2010,19-24,11 years ago,"Very pretty blush, but i have to be careful not to apply too much, or i will end up looking clowny. I love how sparkly and pretty it is. It goes really well with my yellow, olive skin",5.0,65%,4.1,4
3501,Blush - Orgasm,heeji16,19-24,11 years ago,"I got this blush because of the rave that was going around. It is a great color, very pigmented, but very pigmented. I love NARS blushes because they are so pigmented, but this color just is too...",4.0,65%,4.1,4
3502,Blush - Orgasm,tartar21,19-24,11 years ago,Love this blush!!!I I have used this for years! I hate blush usually but this gives such a pretty glow!!!,5.0,65%,4.1,4
3503,Blush - Orgasm,theprincessyessi,Under 18,11 years ago,"I loveee this!
it does give you like some kind of glow. It's not powdery,so even if you put a lot on it wont look cakey.

p.s. it looks great with tinted moustrizer!<3",4.0,65%,4.1,4
3504,Blush - Orgasm,lalalanea12,19-24,11 years ago,"the blush does look great, after i've applied heaps. it compliments me nice on days when my skin is darker or tanner. When my skin is lighter, it just tends to make my skin look like doll blush ;(",3.0,65%,4.1,4
3510,Blush - Orgasm,ryco,19-24,11 years ago,"I think NARS' Orgasm blush is a great product!  I have very olive/tan skin, (although I tend to be on the lighter side of that spectrum most days of the year), and I think it compliments my skin...",4.0,65%,4.1,4
3511,Blush - Orgasm,MyMajesty,19-24,11 years ago,I haven't bought it because I needed a new blush(actually I do own a lot of...)but because I was soooo curious to see what was the big deal about this super appreciated blush. It is my second blush...,5.0,65%,4.1,4
3512,Blush - Orgasm,equalslove,19-24,11 years ago,"Having been curious about Nars (and this blush) for so long, I finally caved in and got my first one: Orgasm. This was back in December 2008. I figured it was time to put an extra step to my makeup...",5.0,65%,4.1,4
3513,Blush - Orgasm,mascaraluvin,19-24,11 years ago,I adore this blush. The coloring is a very nice pinky peach color. It adds a very nice glow and flush to my face. I also like the packaging. It is very simple yet fashionable. I think it was worth...,5.0,65%,4.1,4
3514,Blush - Orgasm,marianne318,19-24,11 years ago,This is my favorite blush in the entire world. It looks great when I'm tan and when I'm at my palest. It also looks great with highlighter which always a plus.,5.0,65%,4.1,4
3515,Blush - Orgasm,thenimlike,19-24,11 years ago,I'm pale and this blush is perfect for me. It's very natural and pretty for an every day look. It's not overpowering on my coloring at all.,4.0,65%,4.1,4
3516,Blush - Orgasm,stacy11131,19-24,11 years ago,"I love this blush, I wear it everyday. I think it's the perfect amount of shimmer and a great color for me (NC20 at MAC).",5.0,65%,4.1,4
3517,Blush - Orgasm,Noirbeaute,19-24,11 years ago,This color is AWESOME!! even on dar skin it looks great for a fresh look during the day...,4.0,65%,4.1,4
3518,Blush - Orgasm,annalea,19-24,11 years ago,"So.. i was so excited to purchase this product because of all of the hype. I heard it was ""the most flattering blush for any skin tone"" probably 100 times.  So I thought, what the hell and strayed...",2.0,65%,4.1,4
3519,Blush - Orgasm,bluepineapple59,Under 18,11 years ago,"Pros: Highly pigmented

Cons: looks garish on me - it's way too pink and sparkly. doesn't look peachy as claimed. Doesn't give me the 'flush' that it claims to either. I like cheek tints best for...",3.0,65%,4.1,4
3525,Blush - Orgasm,sherrywerry,25-29,11 years ago,"It's been said over and over again, but this blush is really good! It looks natural on my NC25 skin (though sometimes I get a bit overexcited and put too much on), and I sometimes pair it with NARS...",5.0,65%,4.1,4
3526,Blush - Orgasm,twiggychen,30-35,11 years ago,Love the way this glides on.  The shimmery shade goes well with cool tones or warm tones.  ,5.0,65%,4.1,4
3527,Blush - Orgasm,pshhdeex3,Under 18,11 years ago,"i love love love the color of this blush! i dont like blushes taht are too pink, and this one was pink and peachy wich is so prettty. the only problem is, it looks like a glitter ball exploded on...",3.0,65%,4.1,4
3528,Blush - Orgasm,ellabella77,19-24,11 years ago,I used to use this blush frequently and I remembered liking it so I tried it again and wasn't pleased with the results a little too orangy on my NC20 skintone and WAAAY too sparkley. The color...,2.0,65%,4.1,4
3529,Blush - Orgasm,archerel,19-24,11 years ago,"NARS blushes all come in my preferred style of packaging - no silly brush that never gets used, not a lot of excess plastic - just the blush and mirror in compact form. 

To me, Orgasm is a...",4.0,65%,4.1,4
3530,Blush - Orgasm,teresa1083,19-24,11 years ago,I have very fair skin and this looked so unnatural on me. Way too dark and sparkly. I felt like i was 13 again when i first started experimenting with blush. ,1.0,65%,4.1,4
3531,Blush - Orgasm,randasheacostilla,36-43,11 years ago,I have read and heard countless reviews on this product. I was DYING to have it. When I went on EBAY - I am mostly an online shopper (mainly due to the heat in SA) - I found Super Orgasm. I bought...,4.0,65%,4.1,4
3532,Blush - Orgasm,PureGlamour,19-24,11 years ago,"I bought this product as I've read it suits most skin tones.
As an NC42 I must say it does deliver the results I was hoping for. I usually stick to bronze-ish colours for my cheeks as it's the...",4.0,65%,4.1,4
3533,Blush - Orgasm,sandoz28,25-29,11 years ago,"I think this is possibly the most talked-about blush ever. Countless magazines have featured Orgasm as the ""must-have"" shade (regardless of skin color/ethnicity) and it is always recommended by...",3.0,65%,4.1,4
3534,Blush - Orgasm,belladonnawildheart,36-43,11 years ago,"This is probably the most versatile blush I own. It is THE perfect pinkish peach blush with just a hint of shimmer. (so much better than MACs MSFs and Mineralized blushes)
I also have this is the...",4.0,65%,4.1,4
3540,Blush - Orgasm,Veedebee,30-35,11 years ago,"I love this blush, it's a foolproof colour for day or evening.  I don't find it glittery at all and it suits me when I am winter pale or tanned in the summer.  If I was forced to choose one blush...",5.0,65%,4.1,4
3541,Blush - Orgasm,AthleticTrainer,19-24,11 years ago,"This is probably one of my favorite blushes! The color is great for my ~NC20 skin tone. Even though the name is a bit facetious, it is still a gorgeous blush. I could see why it has a huge...",5.0,65%,4.1,4
3542,Blush - Orgasm,toto850,19-24,11 years ago,"I never understood why a blush named orgasm would be such a hype! 
It's a lovely pink-peach colour and very pigmented. I don't consider myself fair (I'm NC 30) but this colour turns up really...",4.0,65%,4.1,4
3543,Blush - Orgasm,bunnymug,19-24,11 years ago,"If you're on the fence about this blush, especially because of the price - seriously, buy it. It is such an HG product. It's to die for. In my opinion it's one of the few, exemplary products that's...",5.0,65%,4.1,4
3544,Blush - Orgasm,missidaho2005,19-24,11 years ago,I've been wearing this blush for years and I don't see that changing anytime soon.  I absolutely love it.  Looks great on my very fair skin.  Very natural and peachy. ,5.0,65%,4.1,4
3545,Blush - Orgasm,sarahfeeni,25-29,11 years ago,"I feel like I have finally joined some underground, international club/organization because I am finally a disciple of Orgasm! After a year of loving NARS and owning nearly every single blush they...",5.0,65%,4.1,4
3546,Blush - Orgasm,Farforah1,19-24,11 years ago,i think people are over ratting this blusher and the price should be cheaper. the packaging is smart and good .. i don't think i am going to buy it again! because it didnt look that good on me tho...,3.0,65%,4.1,4
